complex_word	simple_word	POS	complex_lemma	simple_lemma	complex_index	simple_index	complex_sentence	simple_sentence
inspect	check	VB	inspect	check	8	8	it rarely costs more than $ 1,400 to inspect a farm carefully , miggins said .	it rarely costs more than $ 1,400 to check a farm carefully , miggins said .
consensus	agreement	NN	consensus	agreement	10	10	experts said american retailers should work together to reach a consensus on basic worker welfare standards .	experts said american retailers should work together to reach an agreement on basic worker welfare standards .
audit	inspection	NN	audit	inspection	11	11	they could even team up and share costs to bring down audit expenses , they said .	they could even team up and share costs to bring down inspection expenses , they said .
staff	man	NN	staff	man	2	17	stowell 's staff thinks that even documents pertaining to lincoln 's death and those written in the present will help people connect to who lincoln was in life .	stowell believes that even documents about lincoln 's death will give people a better understanding of the man who was assassinated 150 years ago this april .
man	staff	NN	man	staff	17	3	stowell believes that even documents about lincoln 's death will give people a better understanding of the man who was assassinated 150 years ago this april .	stowell and his staff think that even documents about lincoln 's death will help people understand him better .
hull	shell	NN	hull	shell	14	11	its kernels are more spherical than other corn kernels , and its pericarp the hull that surrounds the seed is a little thicker .	the seeds are covered in a thin layer , like a shell .
sound	noise	NN	sound	noise	10	10	finally , they investigated the source of popcorn 's popping sound .	finally , they investigated why popcorn makes its famous popping noise .
noise	sound	NN	noise	sound	10	10	finally , they investigated why popcorn makes its famous popping noise .	finally , they investigated why the popcorn makes the pop-pop-pop sound as it heats up .
rebound	bounce	NN	rebound	bounce	12	13	they identified three possibilities : the fracture of the hull , the rebound on the ground , and the release of pressurized water vapor .	they identified three possible reasons : the cracking of the hull , the bounce of the corn on the ground , or the release of pressurized water vapor .
fracture	crack	NN	fracture	crack	2	8	a second fracture was observed 100 milliseconds later 6 milliseconds after that the pop sound began .	but after the first fracture , a second crack was observed in the hull .
civil-rights	rights	NNS	civil-rights	rights	19	18	in the midst of it , rapper common summarizes how words , melody and a protest merged during the civil-rights movement .	in it , rapper common tells how words , music and a protest came together during the civil rights movement .
rights	civil-rights	NNS	rights	civil-rights	12	3	it is the most recent evidence that the soundtrack for the civil rights movement continues to be written .	songs for the civil-rights movement continue to be written .
stately	majestic	JJ	stately	majestic	2	2	after a stately version of '' we shall overcome , '' pops staples pauses to introduce his new song .	after a majestic version of '' we shall overcome , '' pops staples pauses to introduce his new song .
weariness	fatigue	NN	weariness	fatigue	0	1	weariness frays their voices , but they 're still on the freedom highway .	their fatigue changes their voices , but they 're still on the freedom highway .
teaching	school	NN	teaching	school	6	15	occasionally he will pick up substitute teaching jobs , which pay him about $ 125 a day .	now , winfield scrapes by earning money from working with kids at his former high school .
teaching	teacher	NN	teaching	teacher	6	21	occasionally he will pick up substitute teaching jobs , which pay him about $ 125 a day .	now , winfield scrapes by earning money from working with kids at his former high school and working as a substitute teacher .
sled	sledding	NN	sled	sledding	17	18	after a mostly snowless winter , the overland park , kansas , man enjoyed finally getting to sled with his children on the presidents day holiday .	after a mostly snowless winter , the overland park , kansas , man enjoyed finally getting to go sledding with his children .
sledding	sled	NN	sledding	sled	11	4	indeed , the odds of going to an emergency room for sledding injuries are five times higher in children who sled on the street instead of a park .	indeed , children who sled on the street are five times more likely to be hurt than children who sled in a park .
adult	grownup	JJ	adult	grownup	4	4	for example , two adult brothers slid down a hill holding signs .	for example , two grownup brothers slid down a hill holding signs .
municipality	city	NN	municipality	city	5	5	the question is whether a municipality could foresee a risk , he said .	the question is whether a city could foresee a risk , lawson said .
rough	hard	JJ	rough	hard	4	3	middle school was a rough couple of years for talmus ' daughter , lili smith .	she had a hard time in middle school .
head	leader	NN	head	leader	4	10	chicago the first female head of a major automobile company arrived in 2014 .	chicago in 2014 , mary barra became the first female leader of a major automotive company .
car	auto	NN	car	auto	4	2	there are three women car engineers preparing the groundwork for the next generation of young women interested in automotive science and technology .	three female auto engineers are making a big difference in the car world .
car	automobile	NN	car	automobile	4	9	there are three women car engineers preparing the groundwork for the next generation of young women interested in automotive science and technology .	they are role models for young women interested in automobile engineering .
engineering	engineer	NN	engineering	engineer	12	2	piechocki is responsible for integrating , testing and executing all of the engineering requirements for ford 's full-size suvs , ford expedition and lincoln navigator .	the first engineer is dawn piechocki .
initiative	project	NN	initiative	project	4	4	the nascar acceleration nation initiative focuses on the three d 's of speed downforce , drafting and drag and includes instructional materials for teachers .	the nascar acceleration nation project focuses on the laws of motion , or what it calls the three d 's of speed downforce , drafting and drag .
race	racing	NN	race	racing	20	3	for him , one of the biggest teaching challenges was keeping students ' attention , and he hopes that bringing race cars into science discussions will spark interest .	he hopes that racing will get kids interested in science .
schoolchildren	school	NN	schoolchildren	school	15	3	just until recently , the education system had banned islamic headscarves in schools and made schoolchildren begin the day reciting a pledge of allegiance to ataturk 's legacy .	children begin the school day reciting a pledge of allegiance to ataturk .
ruling	rule	NN	ruling	rule	1	18	the ruling islamic-rooted justice and development party insists it is simply heeding the demands of a conservative and pious majority .	president erdogan 's political group , the justice and development party , insists it is only following majority rule in a conservative country .
carry	make	VB	carry	make	14	11	yet these days , han is doubtful that any of his four children will carry on his handiwork .	han does not think that any of his four children will make kites .
competitive	ultra-competitive	JJ	competitive	ultra-competitive	6	4	youth hockey in minnesota is famously competitive , but now youth basketball may be catching up .	minnesota has long had ultra-competitive youth hockey .
ultra-competitive	competitive	JJ	ultra-competitive	competitive	4	4	minnesota has long had ultra-competitive youth hockey .	minnesota is famous for competitive youth hockey .
pro	professional	JJ	pro	professional	21	21	giovanna ingram is paying $ 75 an hour to have her son , vinnie , get extra training from a former pro basketball player .	giovanna ingram is paying $ 75 an hour to have her son , vinnie , get extra training from a former professional basketball player .
harmful	dangerous	JJ	harmful	dangerous	0	0	harmful fishing practices add to the threat .	dangerous fishing methods cause much of the threat to the high seas .
fish	fishing	NN	fish	fishing	2	4	most deep-sea fish in the high seas are caught by a method called bottom trawling , which scrapes heavy nets across the seafloor .	most of the deep-sea fishing in the high seas is done by bottom trawling , in which heavy nets are scraped across the seafloor .
catch	fish	NN	catch	fish	5	3	much of the trawl 's catch , or bycatch , is thrown back dead .	much of the fish and sealife caught up in the nets are thrown back dead .
management	control	NN	management	control	7	8	although not utterly lawless , high seas management is a jumble of institutions and regulations .	an uncoordinated jumble of institutions and regulations have control over different aspects of the high seas .
establish	create	VB	establish	create	17	7	in terms of overfishing the agreement would , among other things , make it much easier to establish marine protected areas -lrb- mpas -rrb- in international waters .	an agreement would make it easier to create marine protected areas .
plantation	farm	NN	plantation	farm	19	1	the maryland site was once the home of josiah henson , a slave on what was then a 3,700-acre plantation who fled to canada in 1830 .	the farm was the home of josiah henson , a slave who escaped and wrote the story of his life .
house	shelter	NN	house	shelter	1	13	the house was once part of a plantation and it was the home of josiah henson , a slave who escaped and wrote the story of his life .	henson and his family made it to canada , where he opened a shelter for former slaves .
dig	digging	NN	dig	digging	2	1	an archaeological dig at the site has unearthed 19th-century artifacts , as well , including a flatiron and milk bottle .	archaeologists digging at the site found items from the 19th century , including a flatiron and milk bottle .
loose	free	JJ	loose	free	21	23	when the group of slaves went through ohio , a free state , he refused to cut himself or anyone else loose and continued with riley 's assignment .	when the group of slaves went through ohio , which did not allow slavery , henson refused to set himself or anyone else free .
slave	slavery	NN	slave	slavery	1	5	fugitive slave laws were in force in the north that put escaped slaves at risk in free states , where they could be captured and returned as property .	northern states did not allow slavery .
refuge	shelter	NN	refuge	shelter	17	16	henson and his family made it to canada , where he established the dawn settlement , a refuge for former slaves .	henson and his family made it to canada and he established the dawn settlement , a shelter for former slaves .
corpse	body	NN	corpse	body	17	21	the next morning , galden descended from a helicopter and hiked a short distance to where a corpse lay half-submerged in the snow and ice .	the next morning , gladen descended the mountain in a helicopter , hiked a short distance , and came upon a body half-buried in the snow .
unaccounted	missing	JJ	unaccounted	missing	25	16	thirteen bodies were recovered and nine men were rescued , but three sherpas , including galden 's close friend , ash bahadur gurung , remained unaccounted for .	in all , 13 bodies were recovered , nine men were rescued and three sherpas remained missing .
trade	profession	NN	trade	profession	1	1	the trade is dominated by the ethnic sherpa people who populate the himalayan highlands .	the profession is dominated by the ethnic sherpa people who live in the himalayan highlands , at the bottom of mount everest .
offseason	off-season	NN	offseason	off-season	2	7	in the offseason , many supplement their income by guiding tours of lower peaks and studying english the better to interact with wealthy western clients .	many sherpas supplement their income in the off-season by guiding tours of the lower peaks and studying english .
off-season	offseason	NN	off-season	offseason	7	7	many sherpas supplement their income in the off-season by guiding tours of the lower peaks and studying english .	many sherpas earn extra income in the offseason by guiding tours of the lower peaks and studying english .
offer	give	VBP	offer	give	3	4	high-end expeditions now offer sushi , espresso , fully stocked bars and makeshift internet cafes as far up as 21,000 feet all requiring more equipment and sherpas .	some of the tours give the climbers sushi , european coffee and more .
espresso	coffee	NN	espresso	coffee	6	10	high-end expeditions now offer sushi , espresso , fully stocked bars and makeshift internet cafes as far up as 21,000 feet all requiring more equipment and sherpas .	some of the tours give the climbers sushi , european coffee and more .
snow	ice	NN	snow	ice	5	2	in the split-second before the snow hurtled into him , he turned to one side , trying to protect his spine from impact .	suddenly the ice crashed down .
heal	recover	VB	heal	recover	7	4	it took months for the wounds to heal .	it took months to recover .
recover	heal	VB	recover	heal	4	4	it took months to recover .	it took months to heal .
avocado-producing	avocado	JJ	avocado-producing	avocado	4	4	florida is the second-largest avocado-producing state , behind california .	florida is the second-largest avocado state in the nation .
country	land	NN	country	land	2	1	and the country is on track to produce 42,500 tons this year , said iragorri , the agriculture minister .	colombian land dedicated to avocado production more than doubled from 2008 to 2014 .
favor	support	VBP	favor	support	2	2	most americans favor the defense department 's decision to lift a ban on women in combat jobs and do not believe it will hurt military effectiveness , a new poll shows .	most americans support the decision and do n't believe it will hurt the military 's effectiveness , a new poll shows .
chairman	president	NN	chairman	president	1	1	the chairman of the chinese communist party , xi jinping , has spoken repeatedly about working toward a '' chinese dream '' and a great rejuvenation of the country .	chinese president xi jinping has spoken repeatedly about working toward a '' chinese dream '' and a great restoration of the country .
rejuvenation	renewal	NN	rejuvenation	renewal	25	17	the chairman of the chinese communist party , xi jinping , has spoken repeatedly about working toward a '' chinese dream '' and a great rejuvenation of the country .	chinese president xi jinping has spoken about working toward a '' chinese dream '' and a great renewal of the country .
people	employees	NNS	people	employee	25	14	as the economy begins to perk up and businesses start to hire , a lack of basic knowledge about mathematics could present a problem to people looking for work .	as the economy begins to perk up , businesses are looking to hire new employees .
teach	learn	VB	teach	learn	5	2	the common core standards will teach students what they need to know for success in college and jobs , said sam houston , president and ceo of the north carolina science , math and technology education center .	students will learn what they need to know to do well in college and jobs , said sam houston , president of the north carolina science , math and technology education center .
indefinitely	forever	RB	indefinitely	forever	26	26	but with hay prices as much as five times higher than usual because of last year 's drought , she could n't afford to do so indefinitely , she said .	but with hay prices as much as five times higher than usual because of last year 's drought , she could not afford to do so forever , she said .
acknowledge	admit	VB	acknowledge	admit	32	13	the governor , who throughout his career has joked about his weight on television , in social media and before countless audiences , said it was his plan all along never to acknowledge publicly that he had undergone gastric band surgery , more commonly known as lap band surgery .	however , the governor said it was his plan all along never to admit publicly that he had undergone surgery .
adequately	properly	RB	adequately	properly	28	17	with the increased caseload , advocates worry the government is not paying enough attention to the sponsors , to ensure that the family members or family friends can adequately take care of these children and that the environment is suitable .	the government must ensure that the family members or family friends can take care of these children properly and that the home is suitable .
withstand	resist	VB	withstand	resist	35	13	erwin runs an architecture company in springfield , missouri , that designs and builds tornado safe rooms in schools - structures with walls and ceilings so strong , and footings so deep , they should withstand winds stronger than those that destroyed schools in oklahoma city this week .	the safe rooms are structures with walls and ceilings so strong they should resist winds stronger than those that destroyed schools in oklahoma city this week .
uncommon	rare	JJ	uncommon	rare	32	7	from near extinction to stunning recovery , its comeback is a rare win for threatened and endangered species , a decades-long odyssey of biological risk and scientific discovery made possible by the uncommon commitment of a fisheries biologist laboring in one of the most remote corners of the west .	it was only made possible by the rare commitment of a fisheries biologist working in one of the most remote corners of the west .
blonde	blond	JJ	blonde	blond	7	8	state-run television showed fogle , wearing a blonde wig askew under a ballcap , and what were reportedly the strange tools of his spy tradecraft , including wads of cash , several pairs of dark sunglasses , a compass and moscow map , a knife , more wigs , pepper spray and a letter laying out how the spy recruitment would go .	state-run television showed fogle , wearing a crooked blond wig under a ballcap , and what were reportedly the strange tools of his spy trade .
close	shut	VB	close	shut	28	3	to deal with a $ 359,000 cut , the gulf islands national seashore in florida and mississippi will shutter three visitor centers a few days per week and close some restrooms .	it plans to shut three visitor centers a few days each week .
quickly	fast	RB	quickly	fast	26	8	baltimore some of the more notable signs of springtime appear to be fading away , as a new study finds frogs , toads and salamanders disappearing quickly across the united states .	baltimore frogs and toads and salamanders are disappearing fast in the united states , a study says .
disappear	vanish	VB	disappear	vanish	15	11	if the trend continues , the researchers say , some of the rarer amphibians could disappear in as few as six years from roughly half the sites where they 're now found , while the more common species could see similar declines in 26 years .	if this keeps up , some of the rarer amphibians could vanish from half their homes in six years .
order	way	NN	order	way	9	12	a centuries-old farming technique called dry farming once the order of the day in california 's central valley is once again drawing the interest of some of the region 's farmers .	farmers in california 's central valley are rediscovering dry farming , a way of growing crops that was used for centuries .
hurricane	storm	NN	hurricane	storm	10	27	and yet studies have found even with the start of hurricane season looming june 1 that as many as two in three florida residents say they have no plan for what they will do if a tropical system threatens .	and yet studies have found that as many as two in three florida residents say they have no plan for what they would do if a tropical storm threatens .
wide	great	JJ	wide	great	20	30	they are sold in asia , particularly in vietnam , where ground-up horns are touted as a cure for a wide range of illnesses , including cancer .	they are sold in parts of asia where ground-up horns are believed to be a cure for a lot of illnesses , including cancer , leaving these impressive animals in great danger .
behavioral-health	health	NN	behavioral-health	health	14	9	at the yakama nation , vanessa smartlowit , administrative assistant in the tribe 's behavioral-health department , said the tribe is seeking to bolster its youth with everything from motivational speakers to dealing with bullying in schools .	vanessa smartlowit is in the yakama nation 's behavioral health department .
aunt	great-aunt	NN	aunt	great-aunt	9	6	in fact , ascher , who remembers visiting her aunt twice a year '' it was a command performance '' was dismissive of the renoir , as well .	ascher remembers having to visit her great-aunt twice a year .
subsequently	later	RB	subsequently	later	18	18	the washington post has reported that several acquaintances of the fuquas , along with a family member who subsequently retracted his statement , say the painting was in fuqua 's mother 's house for many years .	the washington post has reported that several acquaintances of the fuquas , along with a family member who later retracted his statement , say the painting was in fuqua 's mother 's house for many years .
trip	tour	NN	trip	tour	13	7	beyonce and jay-z , while celebrating their fifth wedding anniversary on the three-day trip , reportedly stuck to their itinerary , visiting a school , a children 's theater group and a jazz club while meeting musicians .	beyonce and jay-z reportedly stuck to the tour , even as they celebrated their five-year anniversary .
tell	say	VBP	tell	say	3	1	the way they tell it , they hooked a giant mako and jason johnston , from mesquite , texas , got in the pole harness to reel it in .	they say they hooked a giant mako shark and jason johnston , from mesquite , texas , got in the pole harness to reel it in .
base	background	NN	base	background	36	4	his high-level security clearance made him easily employable in the private sector , and in 2009 , he said , he left the cia to work as a contractor at an nsa facility on a military base in japan .	he passed a government background check which made it easy for him to get a job in the private sector .
stymie	thwart	VB	stymie	thwart	31	11	chicago authorities are grappling with high-profile shootings and killings among youths , and grass-roots activists , ministers and educators are turning to the principles of restorative justice in an attempt to stymie the unrest .	activists , ministers and educators are turning to restorative justice to thwart the unrest .
square	place	NN	square	place	3	17	istanbul 's taksim square has become the center of recent anti-government protests , which started as a demonstration against a building project in the square 's gezi park but have since grown into widespread condemnation of the government 's conservative policies .	the protests started as a demonstration against demolishing a park and building a shopping center in its place .
positive	favorable	JJ	positive	favorable	4	14	myriad officials accentuated the positive in the court 's decision , stressing how the court agreed that lab-synthesized genes , dubbed cdna , still may be patented , as may the scientific methods used in isolating genes .	myriad officials focused on the parts of the court 's decision that it found favorable .
damage	injure	VB	damage	injure	31	15	los angeles heading the ball is a key soccer skill , but a new study finds that players who headed the ball frequently were more likely to suffer brain injury and damage their memory than players who were a little less headstrong , so to speak .	players who used their heads to hit the ball a lot were more likely to injure their brains and have memory problems than players who did it less , the study showed .
important	serious	JJ	important	serious	28	21	while sports like football and other forms of traumatic brain injury , or tbi , soccer is an intense physical sport for which the head can be as important as the foot .	sports like american football and ice hockey get most of the attention when it comes to concussions and other forms of serious brain injury .
spotlight	attention	NN	spotlight	attention	5	5	in some ways , the spotlight that fell on the cocoa business was akin to the one on the apparel industry today after a rash of deadly factory accidents in bangladesh .	in some ways , the attention that fell on the cocoa business was similar to the one on the clothing industry today after a rash of deadly factory accidents in bangladesh .
attention	spotlight	NN	attention	spotlight	5	5	in some ways , the attention that fell on the cocoa business was similar to the one on the clothing industry today after a rash of deadly factory accidents in bangladesh .	in some ways , the spotlight that fell on the cocoa business was similar to the one on the clothing industry today .
faceoff	face-off	NN	faceoff	face-off	22	20	chicago when the chicago blackhawks take to the ice , michelle secor is dressed in her team paraphernalia and closely watching every faceoff , power play and goal , she said .	chicago when the chicago blackhawks take the ice , michelle secor is dressed in her team clothing , watching every face-off , power play and goal .
become	turned	VBN	become	turn	13	6	snowden 's attempt to avoid facing criminal charges in the united states has become an international game of hide-and-seek , with the obama administration getting little help from the governments of hong kong and russia .	his attempt to avoid arrest has turned into a serious game of hide-and-seek .
car	vehicle	NN	car	vehicle	30	1	violence broke out in more than 10 cities late thursday and early friday , and an 18-year-old man was killed and three people injured when they were hit by a car trying to drive around a protester-erected barricade in ribeirao preto , 185 miles north of sao paolo .	the vehicle was trying to drive around a barricade erected by protesters in ribeirao preto , 185 miles north of sao paolo .
passionate	heated	JJ	passionate	heated	7	7	but the issue of gay marriage causes passionate arguments on both sides , as evidenced by the fact that more than two-thirds of the states do not allow gay marriage .	but the issue of gay marriage causes heated arguments , with some saying that marriage should be reserved for one man and one woman .
extend	run	VB	extend	run	33	9	now , the mayo clinic has received federal approval for a first-of-its kind clinical study to see if stem cells from the babies ' own umbilical cords can strengthen their underdeveloped hearts and extend their lives .	now , the mayo clinic has been approved to run a study to see if stem cells from the babies ' own umbilical cords can strengthen their hearts .
step	passage	NN	step	passage	21	4	though the outcome of the vote was long known , senate leaders created fresh drama by having members take the unusual step of voting in their seats , a practice reserved for only the most momentous occasions .	while the bill 's passage was no surprise , senate leaders created some drama by having members vote from their seats , a practice reserved for only the most history-making occasions .
endorsement	support	NN	endorsement	support	6	5	the senate vote was a robust endorsement to a thousand-page bill painstakingly crafted by a '' gang of eight '' senators from both parties and amended this week to bring in some skeptics .	the senate vote showed strong support to the thousand-page bill painstakingly crafted by eight senators from both parties and amended this week to bring in some skeptics .
breakup	separation	NN	breakup	separation	16	3	for eights months , the statue stood alone in new york harbor , but the painful breakup was pushed aside thursday as visitors returned to the statue of liberty for the first time since the superstorm shut her down on oct .	but the painful separation was pushed aside on thursday as visitors returned to the statue of liberty for the first time since the superstorm shut her down .
carrier	airline	NN	carrier	airline	17	7	asiana airlines is known in los angeles ' sizable korean community as the other major south korean carrier korean air is the largest and consistently ranks as one of the top airlines in the world in terms of service and safety .	asiana airlines is south korea 's second-largest airline .
temporary	interim	JJ	temporary	interim	3	3	the military and temporary president adly mahmoud mansor had hoped that a swift appointment of a prime minister would send a message of stability and give confidence to both egyptians and the world .	the military and interim president mansor wanted a prime minister to be named quickly .
school	teaching	NN	school	teaching	8	23	in his first year at north charleston elementary school last year , helton often worked 12-hour days and spent several more hours in the evening to prepare for the next day .	helton often worked 12-hour days and spent several more hours in the evening to prepare for the next day in his first year teaching last year .
state	report	NN	state	report	19	5	that evaluation was similar to one the company prepared on maurice clarett , the trouble-prone running back from ohio state selected by denver in the third round of the 2005 draft .	the company prepared a similar report on maurice clarett .
get	receive	VB	get	receive	20	11	just like last year , president barack obama somehow was snubbed -lrb- '' usually at a state dinner , i get invited , '' he told the kids -rrb- , but made a surprise appearance anyway .	just like last year , president barack obama somehow did not receive an invitation to the event , but made a surprise appearance anyway .
supplant	replace	VB	supplant	replace	37	27	instead , activists and columnists kept up a cold shower of criticism , even after king hinted , before stepping down at the end of june , that novelist jane austen was strongly in the running to supplant charles darwin on the 10-pound bill .	the complaints continued even after king hinted , before stepping down at the end of june , that novelist jane austen was strongly in the running to replace charles darwin on the 10-pound bill .
part	component	NN	part	component	19	9	it 's one thing to print a toy , and it 's another thing altogether to manufacture a metal part that will hold up under thousands of degrees of temperature , constant stress and years of operation .	it 's another thing altogether to manufacture a metal component that will hold up under thousands of degrees of temperature , constant stress and years of operation .
significantly	far	RB	significantly	far	21	2	once common from new england to alabama , the woodrat has disappeared from massachusetts , connecticut and new york , has significantly declined in pennsylvania , and is nearly gone from ohio and indiana .	there are far fewer of them in pennsylvania these days , and they are nearly gone from ohio and indiana .
supplement	add	VB	supplement	add	52	26	in 2007 , olin rhodes , a forestry and natural resources professor at purdue university , collected 54 woodrats from genetically diverse colonies in kentucky and tennessee and successfully released them in indiana , to re-establish populations at four sites that had historically been home to woodrats , as well as to supplement reduced populations at two other sites .	he then successfully released them in indiana , to re-establish populations at four sites that had historically been home to woodrats , as well as to add to reduced populations at two other sites .
conduct	act	VB	conduct	act	25	14	in a rare public disclosure , holder also shared how , when he was a teen , his father had instructed him on how to conduct himself if he were ever stopped by the police and how holder found himself having the same talk with his own 15-year-old son after martin 's death .	when he was a teen , holder 's father told him on how to act if he were ever stopped by the police .
withstand	stand	VB	withstand	stand	12	9	the seats on the asiana aircraft were '' 16g '' able to withstand 16 times the force of gravity , in accordance with a federal aviation administration regulation .	the seats on the asiana aircraft were able to stand up to 16 times the force of gravity , meeting a federal aviation administration rule .
regulation	rule	NN	regulation	rule	27	24	the seats on the asiana aircraft were '' 16g '' able to withstand 16 times the force of gravity , in accordance with a federal aviation administration regulation .	the seats on the asiana aircraft were able to stand up to 16 times the force of gravity , meeting a federal aviation administration rule .
sustainable	feasible	JJ	sustainable	feasible	15	15	the negative perception surrounding the horse-cart drivers was one of the problems in finding a sustainable solution , said ricardo mora , the latin american program manager for the world society for the protection of animals , which worked with the city on the project .	that harsh perception surrounding the horse-cart drivers was one of the problems in finding a feasible solution , said ricardo mora , the latin american program manager for the world society for the protection of animals , which worked with the city on the project .
perception	image	NN	perception	image	2	2	the negative perception surrounding the horse-cart drivers was one of the problems in finding a sustainable solution , said ricardo mora , the latin american program manager for the world society for the protection of animals , which worked with the city on the project .	a negative image of the horse-cart drivers was one of the problems in finding a solution , said ricardo mora .
league	association	NN	league	association	32	32	new jersey 's local public contract law does not permit preferences when bidding out contracts and other government services , said bill dressel , the executive director of the new jersey state league of municipalities .	new jersey 's law does not allow favoring one company over another when the towns are seeking goods and services , said bill dressel , the executive director of the new jersey association of cities .
review	study	NN	review	study	3	21	an independent scientific review of the agency 's horse roundups , released in may , recommended that the government invest in widespread fertility control of the mustangs and let nature cull any excess herds instead of spending millions to house them in overflowing holding pens .	it should also let nature thin the herds , not spend millions to house horses in overflowing holding pens , the study said .
communist-run	communist	JJ	communist-run	communist	10	7	decades after the vietnam war , and years after the communist-run country re-engaged with the world , vietnam will pass another symbolic milestone as a contributor to the global economy when its first mcdonald 's opens next year in ho chi minh city .	decades after the vietnam war , the communist country will pass another milestone as a member of the global economy when its first mcdonald 's opens next year in ho chi minh city .
unrest	trouble	NN	unrest	trouble	30	14	varginha , a slum so poor and violent it is sometimes called the gaza strip , has benefited from small improvements from the government in an effort to staunch social unrest .	varginha is a slum so poor and violent it is sometimes compared with a trouble spot in the middle east .
trip	journey	NN	trip	journey	21	6	venturing into the varginha favela was probably the trickiest event in the pope 's week in brazil , his first overseas trip since his election in march and one that has brought him to his native continent .	the trip was his first overseas journey since his election in march , and one that has brought him to his native continent .
essentially	practically	RB	essentially	practically	16	16	the recently paved streets inside the favela are narrow ; large parts of the slum are essentially in ruins , and the crowds , though perhaps admiring of the pope , are unpredictable .	the recently paved streets inside the slum are narrow ; large parts of the slum are practically in ruins .
contents	materials	NNS	contents	material	7	8	the researchers and their students catch the contents in a bucket think lots of chewed up little fish and worms and return the sharks to the water .	the researchers and their students then catch the materials in the sharks ' stomachs in a bucket .
immerse	plunge	VBP	immerse	plunge	2	6	women who immerse themselves in the chilly waters of the lakes do so fully clothed , and modesty dictates that they do it out of the sight of men , so underway now is a feature that probably ca n't be found in any other national park in the world : a walled area near the shrine so that women may take their dips privately .	women must wear clothes when they plunge into the chilly lake water .
university	scholar	NN	university	scholar	9	5	leta hong fincher , a doctoral candidate at tsinghua university who has studied the issue , said the high marriage rate for chinese women results in large part from the government 's '' remarkably effective propaganda campaign '' stigmatizing shengnu .	leta hong fincher is a scholar who has studied the issue .
series	number	NN	series	number	7	10	they 're now embarking on a new series of tests in california 's central valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	the goal is to work out the answers to a number of technical questions that must be resolved to make the project work .
configure	set	VB	configure	set	13	13	she explained that the loon team needs more data to decide how to configure the solar array and batteries so they can keep a balloon 's radio equipment and computers running for weeks at a time , even at night , at frigid altitudes of 12 miles or more above the earth .	she explained that the loon team needs more data to decide how to set up the solar array and batteries .
team	equipment	NN	team	equipment	5	2	she explained that the loon team needs more data to decide how to configure the solar array and batteries so they can keep a balloon 's radio equipment and computers running for weeks at a time , even at night , at frigid altitudes of 12 miles or more above the earth .	the power equipment has to keep the balloon 's radio and computers running for weeks at a time , even at night .
balloon	ballon	NN	balloon	ballon	8	3	soon after friday 's launch , as the balloon dwindled ever smaller in the northeastern sky , project launch commander bill rogers and other members of his crew loaded their trucks and prepared to track its radio signal .	soon after the ballon was aloft , project launch commander bill rogers and other members of his crew loaded their trucks and prepared to track its radio signal .
influence	effect	NN	influence	effect	24	15	using examples as disparate as road rage , ancient wars and major league baseball , scientists have taken early steps to quantify the potential influence of climate warming on human conflict .	now scientists are taking some small steps to see if they can show how much effect climate warming might have on human conflict .
interpersonal	personal	JJ	interpersonal	personal	4	4	likewise , episodes of interpersonal violence murder , assault , rape , domestic abuse could increase by as much as 16 percent , the researchers report in a study published thursday by the journal science .	likewise , episodes of personal violence murder , assault , rape , domestic abuse could increase by as much as 16 percent .
editor	editor-in-chief	NN	editor	editor-in-chief	5	4	an accompanying editorial by science editor in chief marcia mcnutt , a geophysicist , did not address the study specifically , but called on scientists from different fields to help study the cumulative effects of climate change .	an editorial by science editor-in-chief marcia mcnutt ran in the same issue of the journal .
communication	message	NN	communication	message	29	13	an official who had been briefed on the matter in sanaa , the yemeni capital , said the embassy closings and travel advisory were the result of an intercepted communication between nasir al-wuhayshi , the head of the yemen-based al-qaida in the arabian peninsula , and al-qaida leader ayman al zawahiri in which zawahiri gave '' clear orders '' to al-wuhaysi , who was recently named al qaida 's general manager , to carry out an attack .	the embassies were closed and the travel warning was given because of a message between two leaders of the terror group al-qaida , said an official who had been informed on the matter in yemen .
reform	change	VB	reform	change	24	24	the distinction between the two programs has become an important part of the nsa debate as more and more lawmakers have proposed legislation to reform the agency 's practices in collecting domestic phone metadata .	the distinction between the two programs has become an important part of the nsa debate as more and more lawmakers have proposed laws to change the way the agency collects domestic phone information .
infinite	endless	JJ	infinite	endless	18	17	in los angeles , nonprofits and social service agencies report that the need for diapers is '' practically infinite '' and that diapers '' fly '' out of warehouses as soon as they 're delivered .	in los angeles , nonprofits and social service agencies report that the need for diapers is practically endless .
health	health-care	NN	health	health-care	6	12	parents in need can get subsidized health care through medicaid , subsidized rent through a public housing agency and subsidized food through the special supplemental nutrition program for women , infants and children .	parents in need can get subsidized health care or financial support paying health-care costs through a government program called medicaid .
care	health-care	NN	care	health-care	7	12	parents in need can get subsidized health care through medicaid , subsidized rent through a public housing agency and subsidized food through the special supplemental nutrition program for women , infants and children .	parents in need can get subsidized health care or financial support paying health-care costs through a government program called medicaid .
devote	spend	VB	devote	spend	15	15	a single mother earning $ 15,080 a year in a minimum-wage job would need to devote more than 6 percent of her pay to diapers , according to the pediatrics study .	a single mother earning $ 15,080 a year in a minimum-wage job would have to spend a little over $ 900 a year on diapers , according to the pediatrics study .
